title	author	publisher	pub_date	sudoc	digagent	contributor	catalog_uri	availability
Proposed coastal management program for the state of North Carolina	National Ocean Survey. Office of Coastal Zone Management. North Carolina. Office of Coastal Management.	The Office,	1978		google	UCR	https://catalog.hathitrust.org/Record/102617983	Full View
Stormwater management alternatives	Westmacott, Richard Noble. Tourbier, J. Toby (Joachim Toby) United States. Environmental Protection Agency. United States. Office of Water Research and Technology. University of Delaware. Water Resources Center. Conference on Stormwater Management Alternatives (1979 : Wilmington, Delaware)	University of Delaware, Water Resources Center,	1980		google	UCR	https://catalog.hathitrust.org/Record/102617984	Full View
Reconnaissance investigation of water quality, bottom sediment, and biota associated with irrigation drainage in the San Juan River area, San Juan County, northwestern New Mexico, 1990-91	Blanchard, Paul J. O'Brien, Thomas F. Roy, Richard R. (Richard Roger), 1961- Geological Survey (U.S.). Water Resources Division.	U.S. Geological Survey, Water Resources Division ; U.S. Geological Survey, Books and Open-File Reports [distributor],	1993		google	UCR	https://catalog.hathitrust.org/Record/102617985	Full View
Water-resources appraisal of the Granite Springs Valley area, Pershing, Churchill, and Lyon counties, Nevada	Harrill, James R. Geological Survey (U.S.)		1970		google	UCR	https://catalog.hathitrust.org/Record/102617989	Limited View
Model study of the inlet and sump of the Clinton First Avenue Pump Station	Farell, Cesar. United States. Army. Corps of Engineers. Rock Island District.	University of Iowa, Iowa Institute of Hydraulic Research,	1976	D 103.2:C 61	google	UCR	https://catalog.hathitrust.org/Record/102617992	Limited View
USDA salinity control and environmental assessment	United States. Soil Conservation Service.	United States Department of Agriculture Soil Conservation Service,	1981		google	UCR	https://catalog.hathitrust.org/Record/102617994	Full View
An evaluation of river restoration techniques in northwestern Ohio	Willeke, Gene E., 1934- Miami University. Baldwin, A. Dwight, Miami University. Miami University (Oxford, Ohio) Oxford, Ohio. U.S. Army Engineer Institute for Water Resources, Fort Belvoir.	U.S. Army Corps of Engineers, Engineer Institute for Water Resources,	1984		google	UCR	https://catalog.hathitrust.org/Record/102617995	Full View
Floodplain management assessment of the upper Mississippi River and lower Missouri Rivers and tributaries		The Corps,	1995		google	UCR	https://catalog.hathitrust.org/Record/102617997	Full View
Ground-water appraisal of Ralston and Stonecabin Valleys, Nye County, Nevada	Eakin, Thomas E. (Thomas Emery), 1914- Nevada. Department of Conservation and Natural Resources. Geological Survey (U.S.)	State of Nevada Dept. of Conservation and Natural Resources,	1962		google	UCR	https://catalog.hathitrust.org/Record/102617998	Limited View
Ground-water appraisal of Pahranagat and Pahroc Valleys, Lincoln and Nye Counties, Nevada	Eakin, Thomas E. (Thomas Emery), 1914- Geological Survey (U.S.) Nevada. Department of Conservation and Natural Resources.	State of Nevada, Dept. of Conservation and Natural Resources,	1963		google	UCR	https://catalog.hathitrust.org/Record/102617999	Limited View
Ground-water appraisal of Diamond Valley, Eureka and Elko Counties, Nevada	Eakin, Thomas E. (Thomas Emery), 1914- Nevada. Department of Conservation and Natural Resources. Geological Survey (U.S.)	State of Nevada Dept. of Conservation and Natural Resources,	1962		google	UCR	https://catalog.hathitrust.org/Record/102618000	Limited View
Ground-water appraisal of Gabbs Valley, Mineral and Nye Counties, Nevada	Eakin, Thomas E. (Thomas Emery), 1914- Nevada. Department of Conservation and Natural Resources. Geological Survey (U.S.)	State of Nevada Dept. of Conservation and Natural Resources,	1962		google	UCR	https://catalog.hathitrust.org/Record/102618002	Limited View
Ground-water appraisal of Dry Lake and Delamar Valleys, Lincoln County, Nevada	Eakin, Thomas E. (Thomas Emery), 1914- Geological Survey (U.S.) Nevada. Department of Conservation and Natural Resources.	Dept. of Conservation and Natural Resources,	1963		google	UCR	https://catalog.hathitrust.org/Record/102618003	Limited View
Ground-water appraisal of Long Valley, White Pine and Elko Counties, Nevada	Eakin, Thomas E. (Thomas Emery), 1914- Nevada. Department of Conservation and Natural Resources. Geological Survey (U.S.)	State of Nevada Dept. of Conservation and Natural Resources,	1961		google	UCR	https://catalog.hathitrust.org/Record/102618004	Limited View
Ground-water appraisal of Independence Valley, Western Elko County, Nevada	Eakin, Thomas E. (Thomas Emery), 1914- Nevada. Department of Conservation and Natural Resources. Geological Survey (U.S.)	State of Nevada Dept. of Conservation and Natural Resources,	1962		google	UCR	https://catalog.hathitrust.org/Record/102618005	Limited View
Ground-water appraisal of Pine Valley, Eureka and Elko Counties, Nevada	Eakin, Thomas E. (Thomas Emery), 1914- Nevada. Department of Conservation and Natural Resources. Geological Survey (U.S.)	State of Nevada Dept. of Conservation and Natural Resources,	1961		google	UCR	https://catalog.hathitrust.org/Record/102618006	Limited View
Lake Michigan mass balance study (LMMB) methods compendium	United States. Environmental Protection Agency. Great Lakes National Program Office.	U. S. Environmental Protection Agency,	1997		google	UCR	https://catalog.hathitrust.org/Record/102618012	Full View
Water availability for energy in 1985 and 1990	Dobson, Jerome E. Shepherd, A. D. (Alf D.) Oak Ridge National Laboratory. Energy Division.	Oak Ridge National Laboratory ; available from National Technical Information Service, U.S. Dept. of Commerce,	1979		google	UCR	https://catalog.hathitrust.org/Record/102618013	Full View
Wastewater management study for Cleveland-Akron metropolitan and three rivers watershed areas	United States. Army. Corps of Engineers. Buffalo District.	The District,	1973		google	UCR	https://catalog.hathitrust.org/Record/102618014	Limited View
An assessment of sediments from the Upper Mississippi River	United States. Environmental Protection Agency. Office of Water.	U.S. Dept. of the Interior, Office of Water,	1997		google	UCR	https://catalog.hathitrust.org/Record/102618021	Full View
Ground-water appraisal of Sarcobatus Flat and Oasis Valley, Nye and Esmeralda Counties, Nevada	Malmberg, Glenn T. (Glenn Thomas), 1925- Eakin, Thomas E. (Thomas Emery), 1914- Nevada. Department of Conservation and Natural Resources. Geological Survey (U.S.)	State of Nevada Dept. of Conservation and Natural Resources,	1962		google	UCR	https://catalog.hathitrust.org/Record/102618033	Limited View
Aquatic survey of selected streams with critical habitats on national resource lands affected by livestock and recreation	Winget, Robert N. Reichert, Michael K. Brigham Young University. Center for Health and Environmental Studies. United States. Bureau of Land Management. Utah State Office.	Center for Health and Environmental Studies, Brigham Young University,	1976		google	UCR	https://catalog.hathitrust.org/Record/102618037	Limited View
Ground-water appraisal of the Meadow Valley Area, Lincoln and Clark Counties, Nevada	Rush, F. Eugene. Nevada. Department of Conservation and Natural Resources. Geological Survey (U.S.)	State of Nevada Dept. of Conservation and Natural Resources,	1964		google	UCR	https://catalog.hathitrust.org/Record/102618038	Limited View
Ground-water appraisal of Monitor, Antelope, and Kobeh Valleys, Nevada	Rush, F. Eugene. Everett, Duane E. Nevada. Department of Conservation and Natural Resources. Geological Survey (U.S.)	State of Nevada Dept. of Conservation and Natural Resources,	1964		google	UCR	https://catalog.hathitrust.org/Record/102618039	Limited View
A preliminary assessment of Corps of Engineers' reservoirs, their purposes and susceptibility to drought	Johnson, William K. Hydrologic Engineering Center (U.S.) U.S. Army Engineer Institute for Water Resources.	The Institute ; U.S. G.P.O.,	1991		google	UCR	https://catalog.hathitrust.org/Record/102618041	Full View
Acid Rain Program emissions scorecard 1994	United States. Environmental Protection Agency. Acid Rain Division.	U.S. Environmental Protection Agency, Air and Radiation, Acid Rain Division,	1995		google	UCR	https://catalog.hathitrust.org/Record/102618048	Full View
Navigation Predictive Analysis Technique (NAVPAT) pilot application for Pool 13, upper Mississippi River	Long Term Resource Monitoring Program (Environmental Management Program) Environmental Management Technical Center (U.S.) United States. Army. Corps of Engineers. Louisville District. Planning Division.	The Center,	1995		google	UCR	https://catalog.hathitrust.org/Record/102618052	Full View
Flood damage reduction potential of river forecast services in the Connecticut River Basin	Day, Harold J. Lee, Kwang K, joint author. United States. Office of Hydrology.	Office of Hydrology, National Weather Service,	1976		google	UCR	https://catalog.hathitrust.org/Record/102618053	Full View
Verification and validation of CFD simulations	Stern, Fred. United States. Office of Naval Research. Iowa Institute of Hydraulic Research.	Iowa Institute of Hydraulic Research, University of Iowa,	1999		google	UCR	https://catalog.hathitrust.org/Record/102618055	Limited View
Water pollution	United States. General Accounting Office.	U.S. G.A.O.,	1989	GA 1.13:RCED-89-38	google	UCR	https://catalog.hathitrust.org/Record/102618056	Full View
The national study of water management during drought	Werick, William J. Willeke, Gene E., 1934- Brumbaugh, Robert. U.S. Army Engineer Institute for Water Resources.	The Institute ; U.S. G.P.O.,	1991		google	UCR	https://catalog.hathitrust.org/Record/102618061	Full View
Plan for assessment of the occurrence, status, and distribution of volatile organic compounds in aquifers of the United States	Lapham, Wayne W. Tadayon, Saeid. Geological Survey (U.S.) National Water-Quality Assessment Program (U.S.)	U.S. Geological Survey ; Information Services [distributor],	1996		google	UCR	https://catalog.hathitrust.org/Record/102618062	Full View
Protecting floodplain resources	Federal Interagency Floodplain Management Task Force (U.S.)	Federal Interagency Floodplain Management Task Force,	1996		google	UCR	https://catalog.hathitrust.org/Record/102618064	Full View
Our changing planet	Climate Change Science Program (U.S.) National Science and Technology Council (U.S.). Subcommittee on Global Change Research.	U.S. Climate Change Science Program,	2007		google	UCR	https://catalog.hathitrust.org/Record/102618065	Full View
Dispersion of pollutants near highways	Petersen, William B. Rao, S. Trivikrama. Environmental Sciences Research Laboratory.	Environmental Sciences Research Laboratory, Office of Research and Development, U.S. Environmental Protection Agency ; Available through the National Technical Information Service,	1979		google	UCR	https://catalog.hathitrust.org/Record/102618066	Full View
Guidance for assessing chemical contaminant data for use in fish advisories	Knuth, Barbara A. United States. Environmental Protection Agency. Office of Water. United States. Environmental Protection Agency. Office of Science and Technology.	U.S. Environmental Protection Agency, Office of Water, Office of Science and Technology,	1995		google	UCR	https://catalog.hathitrust.org/Record/102618067	Full View
OCS national compendium	Gould, Gregory J. Outer Continental Shelf Oil and Gas Information Program (U.S.)	U.S. Dept. of the Interior, Minerals Management Service, OCS Information Program,	1989		google	UCR	https://catalog.hathitrust.org/Record/102618068	Full View
Maximum sections and earthwork control statistics of earth-fill dams built by the Bureau of Reclamation	United States. Bureau of Reclamation.	The Bureau,	1973		google	UCBK	https://catalog.hathitrust.org/Record/2700097	Full View
Safety and health requirements manual	United States. Army. Corps of Engineers.	US Army Corps of Engineers : [Supt. of Docs., U.S. G.P.O., distributor,	2008	D 103.6/3:385-1-1/2003, D 103.6/3:385-1-1/2008	google	UCBK	https://catalog.hathitrust.org/Record/6080967	Full View
Tidal inlets on the California, Oregon and Washington coasts	Johnson, J W. California. University, Berkeley. Hydraulic Engineering Laboratory. Coastal Engineering Research Center (U.S.)	University of California Hydraulic Engineering Laboratory,	1972		google	UCR	https://catalog.hathitrust.org/Record/7151344	Limited View
Summary report of key findings and program recommendations from FHI MSM program evaluations (Bangladesh, Indonesia, and Nepal).	Family Health International (Organization) United States. Agency for International Development.	USAID : Family Health International,	2007		google	UCBK	https://catalog.hathitrust.org/Record/8461807	Limited View
The future of U.S. international nuclear cooperation	United States. Congress. House. Committee on Foreign Affairs. Subcommittee on Terrorism, Nonproliferation, and Trade.	U.S. G.P.O. : For sale by the Supt. of Docs., U.S. G.P.O.,	2010	Y 4.F 76/1:111-100	google	NRLF	https://catalog.hathitrust.org/Record/8735601	Full View
Alexis Rockman	Marsh, Joanna, 1976- Lovejoy, Thomas E. Avery, Kevin J. Rockman, Alexis, 1962- Smithsonian American Art Museum.	Smithsonian American Art Museum ; In association with D. Giles,	2010		google	UCBK	https://catalog.hathitrust.org/Record/9485952	Limited View
Case studies in federal productivity change	United States. Office of Management and Budget. United States. General Accounting Office. United States Civil Service Commission.	United States Civil Service Commission,	1973		google	NRLF	https://catalog.hathitrust.org/Record/9637723	Full View
Police management training	United States. National Highway Traffic Safety Administration.	The Administration,	1976	ID 8.8:P 75/5/	google	UCBK	https://catalog.hathitrust.org/Record/11327709	Full View
Development of a methodology for estimating embankment damage due to flood overtopping	Chen, Y. H. Anderson, Bradley A. Simons, Li & Associates. United States. Forest Service. United States. Federal Highway Administration.	Federal Highway Administration ; Available from the National Technical Information Service,	1987	TD 2.30:86-126	google	UCBK	https://catalog.hathitrust.org/Record/100853514	Full View
Air pollution and health in Washington, D.C.	Seskin, Eugene P. Corvallis Environmental Research Laboratory.	Corvallis Environmental Research Laboratory, Office of Research and Development, U.S. Environmental Protection Agency ; available through National Technical Information Service],	1977		google	UCBK	https://catalog.hathitrust.org/Record/102577510	Full View
Installation manual for the Uniterm System of Coordinate Indexing	Documentation Incorporated. Defense Documentation Center (U.S.)	Document Service Center,	1953		google	UCLA	https://catalog.hathitrust.org/Record/102613502	Limited View
Classification. Class P, P-PA: Philology, linguistics, classical philology, classical literature, with supplementary pages	Library of Congress. Subject Cataloging Division. Library of Congress. Classification Division.	Library of Congress,	1968		google	UCLA	https://catalog.hathitrust.org/Record/102613528	Full View
The Management of security assistance	Defense Institute of Security Assistance Management (U.S.)	Defense Institute of Security Assistance Management,	1988		google	UCLA	https://catalog.hathitrust.org/Record/102613530	Full View
Organizational history of the National Security Council during the Truman and Eisenhower administrations	United States. Central Intelligence Agency.	Central Intelligence Agency,	1988	PrEx 3.2:Or 3/2	google	UCLA	https://catalog.hathitrust.org/Record/102613532	Full View
Technology, transformation, and new operational concepts	Zimet, Elihu. National Defense University. Center for Technology and National Security Policy.	Center for Technology and National Security Policy, National Defense University,	2003		google	UCLA	https://catalog.hathitrust.org/Record/102613682	Full View
Interagency fratricide	Rast, Vicki J., 1966-	University Press of the Pacific,	2005		google	UCLA	https://catalog.hathitrust.org/Record/102613693	Full View
To join or not to join the nuclear club	To Join Or Not To Join The Nuclear Club (2012 : Quantico, Va.) Perkovich, George, 1958- Braut-Hegghammer, Målfrid. a case study of Libya. Marine Corps University (U.S.). Middle East Studies.	Middle East Studies at the Marine Corps University,	2013		google	UCLA	https://catalog.hathitrust.org/Record/102613733	Full View
Keep your friends close and your enemies closer	Ulmstead, Robert K. U.S. Army Command and General Staff College. School of Advanced Military Studies.	School of Advanced Military Studies, United States Army Command and General Staff College,	2006		google	UCLA	https://catalog.hathitrust.org/Record/102613741	Full View
A bibliography of weather and climate hazards	Travis, William R. (William Riebsame), 1953- Moses, Todd. Diaz, Henry F. University of Colorado, Boulder. Cooperative Institute for Research in Environmental Sciences. University of Colorado, Boulder. Natural Hazards Research and Applications Information Center. Environmental Research Laboratories (U.S.)	[s.n.,	1986		google	UCBK	https://catalog.hathitrust.org/Record/102613860	Limited View
The United States of America, appellant v. Clyde F. Thompson [and others] members, and as the representatives of, and on the relation of the Indians of California, appellees	United States. Thompson, Clyde F. Barker, Robert W. Gleason, Walter M. (Walter Martin) Wilkinson, Ernest L., 1899-1978. United States. Court of Claims.		1961		google	UCBK	https://catalog.hathitrust.org/Record/102613930	Limited View
Staff report on effects of restrictions on advertising and commercial practice in the professions, the case of optometry; executive summary	United States. Federal Trade Commission. Bureau of Economics. Bond, Ronald S.	Federal Trade Commission, Bureau of Economics,	1980		google	UCBK	https://catalog.hathitrust.org/Record/102614054	Full View
Agricultural conservation	United States. General Accounting Office.	The Office,	2002	GA 1.13:GAO-02-295	google	UCBK	https://catalog.hathitrust.org/Record/102614064	Full View
Final report of the Commission on 21st Century Production Agriculture	United States. Commission on 21st Century Production Agriculture. United States. Congress. House. Committee on Agriculture.	U.S. G.P.O. : For sale by the U.S. G.P.O., Supt. of Docs. [Congressional Sales Office],	2001	Y 4.AG 8/1:F 22/72	google	UCBK	https://catalog.hathitrust.org/Record/102614065	Full View
1997 compilation of responses to questions regarding agricultural research, extension, and educational programs	United States. Congress. Senate. Committee on Agriculture, Nutrition, and Forestry.	U.S. G.P.O.,	1997		google	UCBK	https://catalog.hathitrust.org/Record/102614070	Full View
Mid South area research highlights 2006-2009	United States. Agricultural Research Service.	U.S. Dept. of Agriculture, Agricultural Research Service,	2010	A 77.2:M 58/3	google	UCBK	https://catalog.hathitrust.org/Record/102614071	Full View
Defending our natural heritage	United States. Department of Defense.	The Dept.,	1996	D 1.2:N 19/3	google	UCBK	https://catalog.hathitrust.org/Record/102614075	Full View
Florida park, parkway and recreational-area study, 1940	Florida. State Planning Board. United States. National Park Service. Florida Board of Forestry.		1940		google	UCBK	https://catalog.hathitrust.org/Record/102614082	Limited View
National Park Service	United States. General Accounting Office. United States. Congress. Senate. Committee on Energy and Natural Resources. Subcommittee on National Parks, Historic Preservation, and Recreation.	The Office,	1998	GA 1.13:RCED-98-238	google	UCBK	https://catalog.hathitrust.org/Record/102614083	Full View
The Redwoods	National Geographic Society (U.S.) United States. National Park Service.	The Service,	1964		google	UCBK	https://catalog.hathitrust.org/Record/102614085	Full View
Watershed management policy for national forest lands	United States. Forest Service.	U.S. Dept. of Agriculture, Forest Service,	1957		google	UCBK	https://catalog.hathitrust.org/Record/102614086	Full View
Muskeg to mangrove	Glover, F. A. (Fred A.), 1918-	s.n.],	2001		google	UCBK	https://catalog.hathitrust.org/Record/102614095	Full View
A guide to filing a utility patent application	United States. Patent and Trademark Office.	The Office,	2001		google	UCBK	https://catalog.hathitrust.org/Record/102614106	Full View
Statement by the Atomic Energy Commission [in the matter of J. Robert Oppenheimer]	U.S. Atomic Energy Commission.		1954		google	UCBK	https://catalog.hathitrust.org/Record/102614169	Full View
Trinity Site, 1945-1995	United States. Department of the Army.	Dept. of the Army],	1995	D 101.2:T 73	google	UCBK	https://catalog.hathitrust.org/Record/102614182	Full View
Scientific research	United States. General Accounting Office. United States. Congress. Senate. Committee on Governmental Affairs.	The Office ; The Office [distributor,	1996	GA 1.13:HEHS-96-72	google	UCBK	https://catalog.hathitrust.org/Record/102614199	Full View
Information security risk assessment	United States. General Accounting Office. Accounting and Information Management Division.	The Office,	1999	GA 1.13:AIMD-99-139	google	UCBK	https://catalog.hathitrust.org/Record/102614207	Full View
Information security	United States. General Accounting Office.	The Office,	1996		google	UCBK	https://catalog.hathitrust.org/Record/102614208	Full View
Bibliography of recent ITS reports and papers	United States. National Highway Traffic Safety Administration. Office of Crash Avoidance Research.	National Highway Traffic Safety Administration, Office of Crash Avoidance Research,	1998		google	UCBK	https://catalog.hathitrust.org/Record/102614222	Full View
Rural transit in the age of ISTEA	Zeilinger, Chris. Community Transportation Association of America. National Transit Resource Center. United States. Federal Transit Administration.	National Transit Resource Center,	1994		google	UCBK	https://catalog.hathitrust.org/Record/102614223	Full View
Year 2000 computing challenge	Rhodes, Keith A. United States. Congress. House. Committee on Science. Subcommittee on Technology. United States. Congress. House. Committee on Government Reform. Subcommittee on Government Management, Information, and Technology. United States. General Accounting Office.	U.S. General Accounting Office,	1999	GA 1.5/2:T-AIMD-99-187	google	UCBK	https://catalog.hathitrust.org/Record/102614229	Full View
Traffic safety facts 1998	National Center for Statistics and Analysis (U.S.) United States. National Highway Traffic Safety Administration.	National Highway Traffic Safety Administration, National Center for Statistics and Analysis,	1999		google	UCBK	https://catalog.hathitrust.org/Record/102614230	Full View
Suggestions for effective railroad tank car loading/unloading training programs	United States. Federal Railroad Administration. Office of Research and Development.	Federal Railroad Administration, Office of Research and Development,	1999		google	UCBK	https://catalog.hathitrust.org/Record/102614231	Full View
LTTP 1998 year in review .	United States. Federal Highway Administration.	Federal Highway Administration,	1999		google	UCBK	https://catalog.hathitrust.org/Record/102614241	Full View
Intelligent transportation systems	United States. Federal Transit Administration. United States. Federal Highway Administration.	Federal Highway Administration : Federal Transit Administration,	1998		google	UCBK	https://catalog.hathitrust.org/Record/102614244	Full View
Traffic safety facts 1997	National Center for Statistics and Analysis (U.S.) United States. National Highway Traffic Safety Administration.	National Highway Traffic Safety Administration, National Center for Statistics and Analysis,	1998		google	UCBK	https://catalog.hathitrust.org/Record/102614247	Limited View
Traffic safety facts 1997	National Center for Statistics and Analysis (U.S.) United States. National Highway Traffic Safety Administration.	National Highway Traffic Safety Administration, National Center for Statistics and Analysis,	1998		google	UCBK	https://catalog.hathitrust.org/Record/102614248	Full View
Traffic safety facts 1997	National Center for Statistics and Analysis (U.S.) United States. National Highway Traffic Safety Administration.	National Highway Traffic Safety Administration, National Center for Statistics and Analysis,	1998		google	UCBK	https://catalog.hathitrust.org/Record/102614251	Full View
Transit construction roundtable	John A. Volpe National Transportation Systems Center (U.S.). Service Assessment Division. United States. Federal Transit Administration.	U.S. Dept. of Transportation, Federal Transit Administration,	1998		google	UCBK	https://catalog.hathitrust.org/Record/102614252	Full View
Responses to questions on FAA's computer security and Year 2000 program	United States. General Accounting Office. Accounting and Information Management Division.	General Accounting Office,	1998	GA 1.13:AIMD-98-301R	google	UCBK	https://catalog.hathitrust.org/Record/102614253	Full View
Introducing the Maritime Administration	United States. Maritime Administration.	Maritime Administration,	1998	TD 11.2:M 33/3	google	UCBK	https://catalog.hathitrust.org/Record/102614254	Full View
Traffic safety materials catalog, 1998	Traffic Safety Programs (U.S.) United States. National Highway Traffic Safety Administration.	U.S. Dept. of Transportation, National Highway Traffic Safety Administration,	1998		google	UCBK	https://catalog.hathitrust.org/Record/102614256	Full View
LTPP	United States. Federal Highway Administration.	U.S. Dept. of Transportation, Federal Highway Administration,	1998	TD 2.30:98-109	google	UCBK	https://catalog.hathitrust.org/Record/102614267	Full View
Parking cash out	K.T. Analytics, Inc. United States. Federal Transit Administration.	U.S. Federal Transit Administration,	1994		google	UCBK	https://catalog.hathitrust.org/Record/102614273	Full View
Use of cathodic protection to combat corrosion of bridge decks	United States. General Accounting Office.	U.S. General Accounting Office,	1984	GA 1.13:RCED-87-165	google	UCBK	https://catalog.hathitrust.org/Record/102614274	Full View
FAA work force issues	McLure, Herbert R. United States. General Accounting Office.	U.S. General Accounting Office,	1987		google	UCBK	https://catalog.hathitrust.org/Record/102614275	Full View
The Department of Transportation's recent efforts to strengthen pipeline safety	Mead, Kenneth M. United States. General Accounting Office.	U.S. General Accounting Office,	1987		google	UCBK	https://catalog.hathitrust.org/Record/102614276	Full View
Federal Aviation Administration's acquisition of the Advanced Automation System	Palmer, Carl. United States. General Accounting Office.	General Accounting Office,	1987		google	UCBK	https://catalog.hathitrust.org/Record/102614277	Full View
A background paper on privatization via employee ownership	Steckler, Steven. United States. Urban Mass Transportation Administration.	Urban Mass Transportation Administration,	1987		google	UCBK	https://catalog.hathitrust.org/Record/102614280	Full View
FAA appropriation issues	McLure, Herbert R.	General Accounting Office,	1987		google	UCBK	https://catalog.hathitrust.org/Record/102614281	Full View
Effect of delays in FAA's NAS plan	McLure, Herbert R. United States. General Accounting Office.	U.S. General Accounting Office,	1987		google	UCBK	https://catalog.hathitrust.org/Record/102614282	Full View
The 55-MPH national speed limit	Segal, Migdon R. Library of Congress. Congressional Research Service.	Congressional Research Service, The Library of Congress,	1986		google	UCBK	https://catalog.hathitrust.org/Record/102614286	Full View
The federal mass transportation assistance program	Fischer, John W. Library of Congress. Congressional Research Service.	Congressional Research Service, the Library of Congress,	1986		google	UCBK	https://catalog.hathitrust.org/Record/102614288	Full View
Automobile crash protection	Segal, Migdon R. Library of Congress. Congressional Research Service.	Congressional Research Service, Library of Congress,	1986		google	UCBK	https://catalog.hathitrust.org/Record/102614289	Full View
Railroad economic regulation	Thompson, Stephen J. Library of Congress. Economics Division.	Library of Congress, Congressional Research Service,	1986		google	UCBK	https://catalog.hathitrust.org/Record/102614290	Full View
Trucking economic regulation	Thompson, Stephen J. Library of Congress. Economics Division.	Library of Congress, Congressional Research Service,	1986		google	UCBK	https://catalog.hathitrust.org/Record/102614291	Full View
Aviation safety	Moore, J. Glen. Library of Congress. Congressional Research Service.	Congressional Research Service, Library of Congress,	1986		google	UCBK	https://catalog.hathitrust.org/Record/102614292	Full View
Urban Mass Transportation Administration's enforcement of buy America provisions of the Surface Transportation Assistance Act	Rezendes, Victor S. United States. General Accounting Office.	U.S. General Accounting Office,	1988		google	UCBK	https://catalog.hathitrust.org/Record/102614294	Full View
Interview of William G. Stead, former General Manager of Southeast Pennsylvania Transportation Authority	Stead, William G. Kane, Ballmer & Berkman. United States. Urban Mass Transportation Administration.	Urban Mass Transportation Administration,	1988		google	UCBK	https://catalog.hathitrust.org/Record/102614295	Full View
Occupant protection facts	National Center for Statistics and Analysis (U.S.) United States. National Highway Traffic Safety Administration.	National Highway Traffic Safety Administration,	1988		google	UCBK	https://catalog.hathitrust.org/Record/102614296	Full View
Miami metromover	United States. Urban Mass Transportation Administration. Office of Grants Management.	Urban Mass Transportation Administration, Office of Grants Management,	1987		google	UCBK	https://catalog.hathitrust.org/Record/102614297	Full View
FAA research, engineering and development issues	Rezendes, Victor S. United States. General Accounting Office.	General Accounting Office,	1989		google	UCBK	https://catalog.hathitrust.org/Record/102614299	Full View
Pavement management and design policy	United States. Federal Highway Administration.	U.S. Dept. of Transportation, Federal Highway Administration,	1989		google	UCBK	https://catalog.hathitrust.org/Record/102614300	Full View
Issues related to FAA's modernization of the air traffic control system	Mead, Kenneth M. United States. General Accounting Office.	U.S. General Accounting Office,	1990		google	UCBK	https://catalog.hathitrust.org/Record/102614307	Full View
Staffing, training, and funding issues for FAA's major work forces	Mead, Kenneth M. United States. General Accounting Office.	U.S. General Accounting Office,	1990		google	UCBK	https://catalog.hathitrust.org/Record/102614308	Full View
Greenhouse gas emissions from selected alternative transportation fuels market niches	Santini, D. J. Center for Transportation Research (Argonne National Laboratory)	Argonne National Laboratory, Center for Transportation Research,	1989		google	UCBK	https://catalog.hathitrust.org/Record/102614314	Full View
Military cargo routing	United States. General Accounting Office.	U.S. General Accounting Office,	1988	GA 1.13:NSIAD-88-148	google	UCBK	https://catalog.hathitrust.org/Record/102614332	Full View
Railroad economic trends	Thompson, Stephen J. Library of Congress. Congressional Research Service.	Congressional Research Service, Library of Congress,	1987		google	UCBK	https://catalog.hathitrust.org/Record/102614335	Full View
Railroad safety	Segal, Migdon R. Library of Congress. Congressional Research Service.	Congressional Research Service, Library of Congress,	1986		google	UCBK	https://catalog.hathitrust.org/Record/102614336	Full View
Summary statistics on fatal crashes in 1986	National Center for Statistics and Analysis (U.S.) United States. National Highway Traffic Safety Administration.	National Highway Traffic Safety Administration,	1987		google	UCBK	https://catalog.hathitrust.org/Record/102614338	Full View
Uniform tire quality grading	United States. National Highway Traffic Safety Administration.	U.S. Dept. of Transportation, National Highway Traffic Safety Administration,	1988	TD 8.2:T 51/16/988	google	UCBK	https://catalog.hathitrust.org/Record/102614339	Full View
Statements of general policy	United States. Civil Aeronautics Board.	Civil Aeronautics Board,	1957		google	UCBK	https://catalog.hathitrust.org/Record/102614352	Full View
Report of test survey of truck inventory and use	United States. Bureau of the Census. Transportation Division.	Bureau of the Census,	1954		google	UCBK	https://catalog.hathitrust.org/Record/102614355	Full View
Airport facilities	United States. Civil Aeronautics Administration.	U.S. Dept. of Commerce, Civil Aeronautics Administration,	1948		google	UCBK	https://catalog.hathitrust.org/Record/102614363	Full View
Information for handicapped travelers	Gibson, Merrillyn. Library of Congress. National Library Service for the Blind and Physically Handicapped.	National Library Service for the Blind and Physically Handicapped, the Library of Congress,	1981	LC 19.4/2:79-2	google	UCBK	https://catalog.hathitrust.org/Record/102614379	Full View
Films available	United States. Department of Transportation. Office of Public and Consumer Affairs.	Dept. of Transportation, Office of Public and Consumer Affairs,	1979		google	UCBK	https://catalog.hathitrust.org/Record/102614383	Full View
The Federal Aviation Administration's process of selecting locations for automated flight service stations	United States. General Accounting Office.	U.S. General Accounting Office,	1984	GA 1.13:RCED-84-95	google	UCBK	https://catalog.hathitrust.org/Record/102614391	Full View
Statement of Herbert R. McLure, Associate Director, Resources, Community, and Economic Development Division before the Subcommittee on Investigations and Oversight of the House Committee on Public Works and Transportation on FAA's role in developing a mid-air collision avoidance system	McLure, Herbert R. United States. General Accounting Office.	U.S. General Accounting Office,	1986		google	UCBK	https://catalog.hathitrust.org/Record/102614397	Full View
Air traffic control	United States. Federal Aviation Administration.	The Administration,	1982		google	UCBK	https://catalog.hathitrust.org/Record/102614420	Full View
The CAA story	United States. Civil Aeronautics Administration.	Civil Aeronautics Administration,	1957		google	UCBK	https://catalog.hathitrust.org/Record/102614425	Full View
