title	author	publisher	pub_date	sudoc	digagent	contributor	ht_link	availability
An Act to Modify the Boundary of Hot Springs National Park	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1993	AE 2.110:103-58	google	UCR	https://catalog.hathitrust.org/Record/102283300	Full View
An Act to Guarantee the Continuing Full Investment of Social Security and Other Federal Funds in Obligations of the United States	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1996	AE 2.110:104-115	google	UCR	https://catalog.hathitrust.org/Record/102283301	Full View
Joint Resolution Making Further Continuing Appropriations for the Fiscal Year 1996, and for Other Purposes	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1996	AE 2.110:104-116	google	UCR	https://catalog.hathitrust.org/Record/102283302	Full View
An Act to Provide that Members of the Armed Forces Performing Services for the Peacekeeping Efforts in Bosnia and Herzegovina, Croatia, and Macedonia Shall Be Entitled to Tax Benefits in the Same Manner as if Such Services Were Performed in a Combat Zone, and for Other Purposes	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1996	AE 2.110:104-117	google	UCR	https://catalog.hathitrust.org/Record/102283303	Full View
Joint Resolution Making Further Continuing Appropriations for the Fiscal Year 1996, and for Other Purposes	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1996	AE 2.110:104-118	google	UCR	https://catalog.hathitrust.org/Record/102283304	Full View
Land Disposal Program Flexibility Act of 1996	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1996	AE 2.110:104-119	google	UCR	https://catalog.hathitrust.org/Record/102283305	Full View
Joint Resolution Making Further Continuing Appropriations for the Fiscal Year 1996, and for Other Purposes	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1996	AE 2.110:104-131	google	UCR	https://catalog.hathitrust.org/Record/102283306	Full View
Antiterrorism and Effective Death Penalty Act of 1996	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1996	AE 2.110:104-132	google	UCR	https://catalog.hathitrust.org/Record/102283307	Full View
An Act to Amend the Indian Self-Determination and Education Assistance Act to Extend for Two Months the Authority for Promulgating Regulations under the Act	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1996	AE 2.110:104-133	google	UCR	https://catalog.hathitrust.org/Record/102283308	Full View
An Act Making Appropriations for Fiscal Year 1996 to Make a Further Downpayment toward a Balanced Budget, and for Other Purposes	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1996	AE 2.110:104-134	google	UCR	https://catalog.hathitrust.org/Record/102283309	Full View
Inventory, use, and availability of national research project meteorological data gathered by aircraft	Hawkins, H. F Pierce, Samuel C Christensen, F. E United States. Weather Bureau National Hurricane Research Project	U.S. Dept. of Commerce, Weather Bureau,	1962		google	UCSD	https://catalog.hathitrust.org/Record/102280493	Full View
Regeneration of calcium sulfate from fluid bed combustion of coal	Southwick, L. M. Atkins, W. T., joint author. Argonne National Laboratory. Chemical Engineering Division. H.M. Mittelhauser Corp.	Dept. of Energy, Argonne National Laboratory, Chemical Engineering Division ; For sale by the National Technical Information Service],	1978	E 1.28:ANL/CEN/FE-78-9	google	UIUC	https://catalog.hathitrust.org/Record/102273641	Full View
Geology and petroleum resources of basins in western China	Ulmishek, Gregory F.	Argonne National Laboratory,	1984		google	UIUC	https://catalog.hathitrust.org/Record/102274408	Full View
State names, flags, seals, songs, birds, flowers, and other symbols	Shankle, George Earlie Federal Writers' Project of the Work Projects Administration for the State of Florida	H.W. Wilson Company,	1934		google	UIUC	https://catalog.hathitrust.org/Record/102299364	Full View
Latin American periodicals current in the Library of Congress	Library of Congress. Hispanic Foundation. Butt, Joseph Vivian, 1899- Brewer, Virginia Wemyss, 1904- Marchant, Anyda, 1911- Wise, Murray Monroe, 1908-	The Hispanic foundation, The Library of Congress,	1941		google	UIUC	https://catalog.hathitrust.org/Record/102299373	Full View
Railroad land grants	Association of American Railroads. Bureau of Railway Economics. Library.	The Bureau,	1951		google	UIUC	https://catalog.hathitrust.org/Record/102299385	Full View
World petroleum outlook--1984	United States. Congress. Senate. Committee on Energy and Natural Resources.	U.S. G.P.O.,	1984	Y 4.En 2:S.hrg.98-752	google	UCR	https://catalog.hathitrust.org/Record/102139867	Full View
Linkages between the education and employment and training systems	United States. Employment and Training Administration.	U.S. Dept. of Labor, Employment and Training Administration] : For sale by the Supt. of Docs., U.S. G.P.O.,	1981	L 37.19/2:12.2/v.1-2	google	UCR	https://catalog.hathitrust.org/Record/102283223	Full View
Comprehensive Smoking Prevention Education Act	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Health and the Environment.	U.S. G.P.O.,	1982	Y 4.En 2/3:97-106	google	UCR	https://catalog.hathitrust.org/Record/102139809	Full View
President's program for national economic recovery and the congressional budget process	United States. Congress. Senate. Committee on Governmental Affairs.	U.S. G.P.O.,	1981	Y 4.G 74/9:P 92/3	google	UCR	https://catalog.hathitrust.org/Record/102139834	Full View
Cigarette advertising and the HHS anti-smoking campaign	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Oversight and Investigations.	U.S. G.P.O.,	1981	Y 4.En 2/3:97-66	google	UCR	https://catalog.hathitrust.org/Record/102139813	Full View
Prohibit the sale of alcoholic beverages to persons under 21 years of age	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Commerce, Transportation, and Tourism.	U.S. G.P.O.,	1984	Y 4.En 2/3:98-105	google	UCR	https://catalog.hathitrust.org/Record/102139873	Full View
Safe Drinking Water Act Amendments of 1983	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Health and the Environment.	U.S. G.P.O.,	1983	Y 4.En 2/3:98-49	google	UCR	https://catalog.hathitrust.org/Record/102139859	Full View
Military operations of the Civil War	United States. National Archives and Records Service. Irvine, Dallas, 1904-	The Service : for sale by Supt. of Docs., U.S. Govt. Print. Off.,	1977		google	UCR	https://catalog.hathitrust.org/Record/102283499	Full View
Operation of the exclusionary rule	United States. Congress. House. Committee on the Judiciary. Subcommittee on Criminal Justice.	U.S. G.P.O.,	1983	Y 4.J 89/1:97/133	google	UCR	https://catalog.hathitrust.org/Record/102139836	Full View
Osage Indians of Oklahoma and the Skiatook project	United States. Congress. House. Committee on Interior and Insular Affairs.	U.S. G.P.O.,	1982	Y 4.In 8/14:97-21	google	UCR	https://catalog.hathitrust.org/Record/102139837	Full View
Cigarette Safety Act	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Health and the Environment.	U.S. G.P.O.,	1983	Y 4.En 2/3:98-23	google	UCR	https://catalog.hathitrust.org/Record/102139874	Full View
Transfer of St. Elizabeths Hospital to the District of Columbia	United States. Congress. House. Committee on the District of Columbia. Subcommittee on Fiscal Affairs and Health. United States. Congress. House. Committee on the District of Columbia.	U.S. G.P.O.,	1985	Y 4.D 63/1:98-11	google	UCR	https://catalog.hathitrust.org/Record/102139847	Full View
Legislative history, District of Columbia Statehood Constitutional Convention	United States. Congress. House. Committee on the District of Columbia.	U.S. G.P.O.,	1985	Y 4.D 63/1:98-S-4	google	UCR	https://catalog.hathitrust.org/Record/102139849	Full View
Unresolved safety issues	United States. Congress. House. Committee on Interior and Insular Affairs. Subcommittee on Oversight and Investigations.	U.S. G.P.O,	1984	Y 4.In 8/14:97-42	google	UCR	https://catalog.hathitrust.org/Record/102139835	Full View
Standard industrial classification manual, 1972	United States. Office of Federal Statistical Policy and Standards.	U.S. Dept. of Commerce, Office of Federal Statistical Policy and Standards : For sale by the Supt. of Docs., U.S. G.P.O.,	1981	PrEx 2.6/2:In 27/972/Supp.	google	UCR	https://catalog.hathitrust.org/Record/102283497	Full View
Final report on the utilization of educational entitlements by veterans of the post-Korean conflict and Vietnam era	United States. Congress. House. Committee on Veterans' Affairs. United States. Veterans Administration.	U.S. G.P.O.,	1981	Y 4.V 64/3:Ed 8/31	google	UCR	https://catalog.hathitrust.org/Record/102139843	Full View
Automatic crash protection standards	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Telecommunications, Consumer Protection, and Finance.	U.S. G.P.O.,	1981	Y 4.En 2/3:97-10	google	UCR	https://catalog.hathitrust.org/Record/102139810	Full View
Handbook of Federal Indian law	Cohen, Felix S., 1907-1953. Margold, Nathan R. Ickes, Harold L. (Harold LeClair), 1874-1952. United States. Department of the Interior. Office of the Solicitor.	U.S. Govt. Printing Office,	1942		google	UCR	https://catalog.hathitrust.org/Record/3475286	Full View
NRC licensing reform	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Energy Conservation and Power.	U.S. G.P.O.,	1984	Y 4.En 2/3:98-83	google	UCR	https://catalog.hathitrust.org/Record/102139851	Full View
Ford transmission case	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Telecommunications, Consumer Protection, and Finance.	U.S. G.P.O.,	1984	Y 4.En 2/3:98-82	google	UCR	https://catalog.hathitrust.org/Record/102139852	Full View
U.S. auto trade problems	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Commerce, Transportation, and Tourism.	U.S. G.P.O.,	1983	Y 4.En 2/3:98-47	google	UCR	https://catalog.hathitrust.org/Record/102139860	Full View
Natural gas contract renegotiations and FERC authorities	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Fossil and Synthetic Fuels.	U.S. G.P.O.,	1983	Y 4.En 2/3:98-7	google	UCR	https://catalog.hathitrust.org/Record/102139854	Full View
Future of the automobile industry	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Commerce, Transportation, and Tourism.	U.S. G.P.O.,	1984	Y 4.En 2/3:98-117	google	UCR	https://catalog.hathitrust.org/Record/102139870	Full View
Uranium enrichment policy	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Energy Conservation and Power.	U.S. G.P.O.,	1984	Y 4.En 2/3:98-116	google	UCR	https://catalog.hathitrust.org/Record/102139871	Full View
Pacific Northwest electric power	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Energy Conservation and Power.	U.S. G.P.O.,	1983	Y 4.En 2/3:98-66	google	UCR	https://catalog.hathitrust.org/Record/102139855	Full View
DOE's fiscal year 1985 budget	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Energy Conservation and Power. United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Fossil and Synthetic Fuels.	U.S. G.P.O.,	1984	Y 4.En 2/3:98-127	google	UCR	https://catalog.hathitrust.org/Record/102139868	Full View
Energy emergency preparedness	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Fossil and Synthetic Fuels.	U.S. G.P.O.,	1984	Y 4.En 2/3:98-109	google	UCR	https://catalog.hathitrust.org/Record/102139872	Full View
Oil overcharges	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Oversight and Investigations.	U.S. G.P.O.,	1983	Y 4.En 2/3:98-58	google	UCR	https://catalog.hathitrust.org/Record/102139856	Full View
NRC authorization for f.y. 1984-85	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Energy Conservation and Power.	U.S. G.P.O.,	1983	Y 4.En 2/3:98-56	google	UCR	https://catalog.hathitrust.org/Record/102139857	Full View
General trade policy	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Commerce, Transportation, and Tourism.	U.S. G.P.O.,	1983	Y 4.En 2/3:98-55	google	UCR	https://catalog.hathitrust.org/Record/102139858	Full View
Public Utility Holding Company Act Amendments	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Energy Conservation and Power. United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Telecommunications, Consumer Protection, and Finance.	U.S. G.P.O.,	1984	Y 4.En 2/3:98-79	google	UCR	https://catalog.hathitrust.org/Record/102139853	Full View
Secondary Mortgage Market Enhancement Act	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Telecommunications, Consumer Protection, and Finance.	U.S. G.P.O.,	1984	Y 4.En 2/3:98-119	google	UCR	https://catalog.hathitrust.org/Record/102139869	Full View
Field hearing on aviation matters	United States. Congress. Senate. Committee on Appropriations. Subcommittee on Transportation and Related Agencies. United States. Federal Aviation Administration.	U.S. G.P.O.,	1984	Y 4.Ap 6/2:S.hrg.98-686	google	UCR	https://catalog.hathitrust.org/Record/102139838	Full View
An Act to Provide for a Land Exchange Involving the Warner Canyon Ski Area and Other Land in the State of Oregon	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1997	AE 2.110:105-40	google	UCR	https://catalog.hathitrust.org/Record/102283555	Full View
An Act to Amend the Act of June 20, 1910, to Protect the Permanent Trust Funds of the State of New Mexico from Erosion Due to Inflation and Modify the Basis on Which Distributions Are Made from Those Funds	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1997	AE 2.110:105-37	google	UCR	https://catalog.hathitrust.org/Record/102223189	Full View
Maritime Security Act of 1996	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1996	AE 2.110:104-239	google	UCR	https://catalog.hathitrust.org/Record/102283548	Full View
An Act to Extend the Deadline under the Federal Power Act Applicable to the Construction of Three Hydroelectric Projects in the State of Arkansas	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1996	AE 2.110:104-241	google	UCR	https://catalog.hathitrust.org/Record/102283549	Full View
An Act to Make Improvements in the Operation and Administration of the Federal Courts, and for Other Purposes	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1996	AE 2.110:104-317	google	UCR	https://catalog.hathitrust.org/Record/102283550	Full View
An Act to Amend the Immigration and Nationality Technical Corrections Act of 1994 to Eliminate the Special Transition Rule for Issuance of a Certificate of Citizenship for Certain Children Born Outside the United States	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1997	AE 2.110:105-38	google	UCR	https://catalog.hathitrust.org/Record/102283553	Full View
An Act to Direct the Secretary of the Interior to Convey Certain Land to the City of Grants Pass, Oregon	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1997	AE 2.110:105-39	google	UCR	https://catalog.hathitrust.org/Record/102283554	Full View
Federal Law Enforcement Dependents Assistance Act of 1996	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1996	AE 2.110:104-238	google	UCR	https://catalog.hathitrust.org/Record/102283547	Full View
An Act to Direct the Secretary of the Interior to Provide a Loan to the White Mountain Apache Tribe for Use in Planning, Engineering, and Designing a Certain Water System Project	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	2008	AE 2.110:110-390	google	UCR	https://catalog.hathitrust.org/Record/102283592	Full View
An Act to Amend the Public Health Service Act with Respect to Making Progress toward the Goal of Eliminating Tuberculosis, and for Other Purposes	United States.	U.S. G.P.O. : For sale by the Supt. of Docs., U.S. G.P.O.,	2008	AE 2.110:110-392	google	UCR	https://catalog.hathitrust.org/Record/102283593	Full View
An Act to Authorize the Secretary of Commerce to Sell or Exchange Certain National Oceanic and Atmospheric Administration Property Located in Norfolk, Virginia, and for Other Purposes	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	2008	AE 2.110:110-393	google	UCR	https://catalog.hathitrust.org/Record/102283594	Full View
An Act to Reauthorize and Amend the National Sea Grant College Program Act, and for Other Purposes	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	2008	AE 2.110:110-394	google	UCR	https://catalog.hathitrust.org/Record/102283595	Full View
Joint Resolution to Provide for the Designation of the Month of February, 1986, as "National Black (Afro-American) History Month."	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1986	AE 2.110:99-244	google	UCR	https://catalog.hathitrust.org/Record/102283598	Full View
Joint Resolution Commemorating the Twenty-fifth Anniversary of United States Weather Satellites	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1985	AE 2.110:99-12	google	UCR	https://catalog.hathitrust.org/Record/102283599	Full View
Joint Resolution to Designate the Month of April 1985 as "National Child Abuse Prevention Month."	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1985	AE 2.110:99-13	google	UCR	https://catalog.hathitrust.org/Record/102283600	Full View
Joint Resolution Designating March 22, 1985, as "National Energy Education Day."	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1985	AE 2.110:99-14	google	UCR	https://catalog.hathitrust.org/Record/102283601	Full View
An Act to Extend Temporarily the Dairy Price Support Program and Certain Food Stamp Program Provisions, and for Other Purposes	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1985	AE 2.110:99-182	google	UCR	https://catalog.hathitrust.org/Record/102283603	Full View
Nuclear cooperation between the U.S. and the Republic of China	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1985	AE 2.110:99-183	google	UCR	https://catalog.hathitrust.org/Record/102283604	Full View
Joint Resolution to Designate October 1986 as "Polish American Heritage Month."	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1986	AE 2.110:99-453	google	UCR	https://catalog.hathitrust.org/Record/102283606	Full View
An Act to Amend the Education of the Handicapped Act to Reauthorize the Discretionary Programs under that Act, to Authorize an Early Intervention Program under that Act for Handicapped Infants and Toddlers and Their Families, and for Other Purposes	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1986	AE 2.110:99-457	google	UCR	https://catalog.hathitrust.org/Record/102283607	Full View
An Act to Direct the Secretary of the Interior to Convey Certain Lands, Withdrawn by the Bureau of Reclamation for Townsite Purposes, to the Huntley Project Irrigation District, Ballantine, Montana	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1987	AE 2.110:99-517	google	UCR	https://catalog.hathitrust.org/Record/102283698	Full View
Joint Resolution to Designate October 31, 1986, as "National Child Identification and Safety Information Day."	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1987	AE 2.110:99-520	google	UCR	https://catalog.hathitrust.org/Record/102283699	Full View
An Act to Amend the Federal Trade Commission Act to Authorize Appropriations for the Federal Trade Commission	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1996	AE 2.110:104-216	google	UCR	https://catalog.hathitrust.org/Record/102283257	Full View
An Act to Amend Title 18, United States Code, to Clarify the Intent of Congress with Respect to the Federal Carjacking Prohibition	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1996	AE 2.110:104-217	google	UCR	https://catalog.hathitrust.org/Record/102283258	Full View
Joint Resolution to Confer Honorary Citizenship of the United States on Agnes Gonxha Bojaxhiu, also Known as Mother Teresa	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1996	AE 2.110:104-218	google	UCR	https://catalog.hathitrust.org/Record/102283259	Full View
An Act to Clarify the Rules Governing Removal of Cases to Federal Court, and for Other Purposes	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1996	AE 2.110:104-219	google	UCR	https://catalog.hathitrust.org/Record/102283260	Full View
An Act to Repeal a Redundant Venue Provision, and for Other Purposes	United States.	U.S. G.P.O. : Supt. of Docs., U.S. G.P.O., distributor,	1996	AE 2.110:104-220	google	UCR	https://catalog.hathitrust.org/Record/102283261	Full View
Combined catalog of ionospheric vertical soundings data	Conkright, Raymond O World Data Center A for Solar-Terrestrial Physics	U.S. Dept. of Commerce, National Oceanic and Atmospheric Administration, National Environmental Satellite, Data, and Information Service, National Geophysical Data Center,	1984		google	UCSD	https://catalog.hathitrust.org/Record/102280496	Full View
Nations of the earth report	United Nations Conference on Environment and Development (1992: Rio de Janeiro, Brazil)	UNCED,	1992	E.92.I.18 (v. 2), E.92.I.17 (v. 1)	google	UCR	https://catalog.hathitrust.org/Record/102283501	Limited View
Synonymy of the fish families Cheilobranchidae (=Alabetidae) and Gobiesocidae	Springer, Victor Gruschka, 1928- Fraser, Thomas H	Smithsonian Institution Press,	1976	SI 1.27:234	google	UCSD	https://catalog.hathitrust.org/Record/102280525	Limited View
An illustrated catalog of the Neotropic Arctiinae types in the United States National Museum (Lepidoptera: Arctiidae)	Watson, Allan United States National Museum	Smithsonian Institution Press : [for sale by the Supt. of Docs., U.S. Govt. Print. Off.],	1971	SI 1.27:50	google	UCSD	https://catalog.hathitrust.org/Record/102280515	Limited View
Geomagnetic polar cap (PC) index, 1975-1993	Vennerstrøm, S National Geophysical Data Center World Data Center A for Solar-Terrestrial Physics	National Geophysical Data Center, World Data Center A for Solar-Terrestrial Physics,	1994		google	UCSD	https://catalog.hathitrust.org/Record/102280501	Full View
Climatology of 24-hour north Atlantic tropical cyclone movements	Cry, George W National Hurricane Research Project United States. Weather Bureau	U.S. Dept. of Commerce, Weather Bureau,	1961		google	UCSD	https://catalog.hathitrust.org/Record/102280494	Full View
Pycnogonida of western Australia	Child, C. Allan Smithsonian Institution	Smithsonian Institution Press : [For sale by the Supt. of Docs., U.S. Govt. Print. Off.],	1975	SI 1.27:190	google	UCSD	https://catalog.hathitrust.org/Record/102280522	Limited View
Freshwater triclads (Turbellaria) of North America, IX, the genus Sphalloplana	Kenk, Roman, 1898-	Smithsonian Institution Press,	1977		google	UCSD	https://catalog.hathitrust.org/Record/102280527	Limited View
A revision of the North American moths of the superfamily Eriocranioidea with the proposal of a new family, Acanthopteroctetidae (Lepidoptera)	Davis, Donald R. (Donald Ray) Smithsonian Institution	Smithsonian Institution Press,	1978	SI 1.27:251	google	UCSD	https://catalog.hathitrust.org/Record/102280528	Limited View
A revision of the Indo-Pacific fish genus Gobiopsis with descriptions of four new species (Pisces, Gobiidae)	Lachner, Ernest A McKinney, James F	Smithsonian Institution Press,	1978		google	UCSD	https://catalog.hathitrust.org/Record/102280529	Limited View
Textural observations on some living species of planktonic foraminifera	Cifelli, Richard Smithsonian Institution	Smithsonian Institution,	1982	SI 1.30:45	google	UCSD	https://catalog.hathitrust.org/Record/102280509	Limited View
Alabama and California wilderness areas, and the establishment of the Illinois and Michigan canal national heritage corridor	United States. Congress. Senate. Committee on Energy and Natural Resources. Subcommittee on Public Lands and Reserved Water.	U.S. G.P.O.,	1983	Y 4.En 2:97-125	google	UCR	https://catalog.hathitrust.org/Record/102139833	Full View
The state of small business	United States. Congress. Senate. Committee on Small Business.	U.S. G.P.O.,	1982	Y 4.Sm 1/2:Sm 1/44	google	UCR	https://catalog.hathitrust.org/Record/102139845	Full View
Hazardous substance victim's compensation legislation	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Commerce, Transportation, and Tourism.	U.S. G.P.O.,	1983	Y 4.En 2/3:98-45	google	UCR	https://catalog.hathitrust.org/Record/102139861	Full View
Trade reciprocity	United States. Congress. Senate. Committee on Finance. Subcommittee on International Trade.	U.S. G.P.O.,	1982	Y 4.F 49:T 67/48	google	UCR	https://catalog.hathitrust.org/Record/11337937	Full View
Summary of oversight hearings on implementation of the Acid Precipitation Act of 1980	United States. Congress. Senate. Committee on Energy and Natural Resources.	U.S. G.P.O.,	1984	Y 4.En 2:S.prt.98-217	google	UCR	https://catalog.hathitrust.org/Record/102139865	Full View
Withdraw and reserve certain public lands for military purposes	United States. Congress. Senate. Committee on Energy and Natural Resources. Subcommittee on Public Lands and Reserved Water.	U.S. G.P.O.,	1985	Y 4.En 2:S.hrg.98-1182	google	UCR	https://catalog.hathitrust.org/Record/102139864	Full View
Toy Safety Act	United States. Congress. Senate. Committee on Commerce, Science, and Transportation. Subcommittee for Consumers.	U.S. G.P.O.,	1984	Y 4.C 73/7:S.hrg.98-971	google	UCR	https://catalog.hathitrust.org/Record/102139848	Full View
Future of financial markets	United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Telecommunications, Consumer Protection, and Finance.	U.S. G.P.O.,	1983	Y 4.En 2/3:98-42	google	UCR	https://catalog.hathitrust.org/Record/102139862	Full View
Wild and scenic river system designations and amendments to the act of October 2, 1968	United States. Congress. Senate. Committee on Energy and Natural Resources. Subcommittee on Public Lands and Reserved Water.	U.S. G.P.O.,	1984	Y 4.En 2:S.hrg.98-929	google	UCR	https://catalog.hathitrust.org/Record/102139866	Full View
Soil survey of Merrick County, Nebraska	Pollock, Robert S. Petersen, Michael. Knapton, Isaac. University of Nebraska--Lincoln. Conservation and Survey Division. United States. Soil Conservation Service.	U.S. Dept. of Agriculture, Soil Conservation Service,	1981	A 57.38:M 55	google	UCR	https://catalog.hathitrust.org/Record/102283706	Full View
Soil survey of Middlesex County, New Jersey	Powley, Van R. United States. Soil Conservation Service.	The Service,	1987	A 57.38:M 58/12	google	UCR	https://catalog.hathitrust.org/Record/102283708	Full View
Soil survey of Monmouth County, New Jersey	New Jersey. State Soil Conservation Committee. New Jersey Agricultural Experiment Station. United States. Soil Conservation Service.	The Service,	1989	A 57.38:M 75/12	google	UCR	https://catalog.hathitrust.org/Record/102283709	Full View
Soil survey of Miami County, Ohio	Lehman, Samuel F. Bottrell, George D. joint author. Ohio Agricultural Research and Development Center. Ohio. b Division of Lands and Soil. United States. Soil Conservation Service.	Dept. of Agriculture, Soil Conservation Service,	1978	A 57.38:M 58/7	google	UCR	https://catalog.hathitrust.org/Record/102283711	Full View
Soil survey of Monroe County, Pennsylvania	Lipscomb, Garland H. Pennsylvania. State Conservation Commission. Pennsylvania State University. College of Agriculture. United States. Soil Conservation Service.	U.S. Dept. of Agriculture, Soil Conservation Service,	1981	A 57.38:M 75/5	google	UCR	https://catalog.hathitrust.org/Record/102283712	Full View
Soil survey of Morgan area, Utah	United States. Soil Conservation Service. Carley, James, 1937- Utah Agricultural Experiment Station.	Dept. of Agriculture, Soil Conservation Service,	1980	A 57.38:M 82/3	google	UCR	https://catalog.hathitrust.org/Record/102283715	Full View
Soil survey of Columbus County, North Carolina	Spruill, Willie E. North Carolina. Department of Natural Resources and Community Development. United States. Soil Conservation Service.	The Service,	1990	A 57.38:C 72/8	google	UCR	https://catalog.hathitrust.org/Record/102283720	Full View
Soil survey of Montgomery County, Virginia	Virginia Polytechnic Institute and State University. United States. Soil Conservation Service.	The Service,	1985	A 57.38:M 76/14	google	UCR	https://catalog.hathitrust.org/Record/100888270	Full View
Soil survey of Mora County area, New Mexico	Sellnow, Steven L. McCarty, Tom E. New Mexico State University. Agricultural Experiment Station. United States. Soil Conservation Service.	The Service,	1985	A 57.38:M 79	google	UCR	https://catalog.hathitrust.org/Record/102283710	Full View
Soil survey of Middlesex County, Virginia	Newhouse, Michael E. Virginia Polytechnic Institute and State University. United States. Soil Conservation Service.	The Service,	1985	A 57.38:M 58/11	google	UCR	https://catalog.hathitrust.org/Record/102283716	Full View
Soil survey of Milwaukee and Waukesha Counties, Wisconsin	Reynolds, Charles Arthur, 1937- Steingraeber, Joseph A. University of Wisconsin. Dept. of Soil Science. University of Wisconsin--Madison. Agricultural Experiment Station. United States. Soil Conservation Service.	U.S. Soil Conservation Service; [for sale by the Supt. of Docs., U.S. Govt. Print. Off.]	1971	A 57.38:M 64	google	UCR	https://catalog.hathitrust.org/Record/102283718	Full View
Soil survey of Monroe County, Wisconsin	Barndt, Wayne D. Langton, John E. University of Wisconsin--Madison. College of Agricultural and Life Sciences. Research Division. United States. Soil Conservation Service.	The Service,	1984	A 57.38:M 75/8	google	UCR	https://catalog.hathitrust.org/Record/102283719	Full View
U.S. consular operations and international cooperation activities in Asia	United States. Congress. House. Committee on Foreign Affairs.	U.S. G.P.O.,	1982	Y 4.F 76/1:As 4/20	google	UCR	https://catalog.hathitrust.org/Record/11337978	Full View
Soil survey of Montgomery and Warren Counties, Missouri	Held, Robert J. University of Missouri--Columbia. Agricultural Experiment Station. United States. Soil Conservation Service.	National Cooperative Soil Survey,	1978	A 57.38:M 76/11	google	UCR	https://catalog.hathitrust.org/Record/102283705	Full View
